名前,住所,お店の場所,経度,緯度
平和堂江南,愛知県江南市上奈良町栄61-3,,136.8564847,35.3323556
トイザらス名古屋みなと,愛知県名古屋市港区砂美町1-5,ニトリみなとSC2F,136.8694716,35.1059499
トイザらス西春日井,愛知県西春日井郡豊山町大字豊場字大山139-17,,136.9069842,35.2503712
トイザらス岡崎,愛知県岡崎市大平町字石丸38,,137.1877256,34.9458354
トイザらス名古屋中川,愛知県名古屋市中川区新家1-2421,アズパーク2F,136.8062808,35.1570833
トイザらス三好,愛知県みよし市三好町青木91,,137.0777729,35.0934043
トイザらス東浦,愛知県知多郡東浦町大字緒川字申新田弐区67-8,イオンモール東浦2F,136.9743432,34.9785738
ヤマダ電機LABI名古屋,愛知県名古屋市中村区名駅1-2-5,,136.8845391,35.1681836
西友安城,愛知県安城市大東町9-31,,137.0809689,34.9654406
セガ岡崎,愛知県岡崎市上地3-50-4,,137.1693071,34.9113412
AGスクエア豊川,愛知県豊川市東名町2-101,,137.4083665,34.8339348
ニコパウイングタウン岡崎店,愛知県岡崎市羽根町小豆坂3,,137.174847,34.9234425
にこぱなるぱーく店,愛知県名古屋市緑区浦里3-232,なるぱーく1F,136.9466466,35.0845093
カラフルパークイオン千種店,愛知県名古屋市千種区千種2-16-13,イオン千種SC2F,136.9238302,35.1618525
カラフルパークイオン有松店,愛知県名古屋市緑区鳴海町字有松裏200,イオンタウン有松1F,136.9717892,35.0682454
ハローズガーデン安城南店,愛知県安城市桜井町貝戸尻60,アピタ安城南店2階,137.0875841,34.9202379
松坂屋名古屋,愛知県名古屋市中区栄3-16-1,松坂屋名古屋本店本館5F,136.9079065,35.1652792
アピタ向山,愛知県豊橋市向山町中畑1-1,,137.4015434,34.7549515
ピアゴ豊明,愛知県豊明市三崎町井ノ花5-1,,137.0073418,35.05120429999999
ピアゴ碧南東,愛知県碧南市東浦町6-17,,136.9993279,34.8758938
ピアゴ福釜,愛知県安城市福釜町矢場16-5,,137.0613711,34.950714
ピアゴ武豊,愛知県知多郡武豊町西田崎19-1,,136.9159589,34.8480041
ピアゴ菱野,愛知県瀬戸市緑町1-106,,137.0867215,35.2085821
ピアゴ中村,愛知県名古屋市中村区大門町27,,136.8656324,35.1710049
ピアゴ大和,愛知県一宮市大和町毛受字一本松19,,136.7830462,35.2967181
ピアゴ上和田,愛知県岡崎市上和田町字サジ10,,137.1479768,34.9340297
ピアゴ香久山,愛知県日進市香久山5-1801,,137.0270491,35.1421778
ピアゴ井ヶ谷,愛知県刈谷市井ヶ谷町下前田35-1,,137.0425436,35.0565774
アピタ緑,愛知県名古屋市緑区徳重2-201,,137.0030053,35.0900337
アピタ木曽川,愛知県一宮市木曽川町黒田八ノ通51-4,,136.7906033,35.3447442
アピタ鳴海,愛知県名古屋市緑区鳴海町伝治山3-9,,136.9593927,35.0941592
アピタ名古屋空,愛知県西春日井郡豊山町大字豊場字林先1-8,,136.9248662,35.2462056
アピタ豊田元町,愛知県豊田市土橋町2-65,,137.1312996,35.0624956
アピタ桃花台,愛知県小牧市古雅1-1,,136.9831947,35.3006418
アピタ東海通,愛知県名古屋市港区港明1-10-28,,136.8865192,35.1107108
アピタ東海荒尾,愛知県東海市荒尾町山王前20,,136.9057318,35.0394798
アピタ長久手,愛知県長久手市戸田谷901-1,,137.0382607,35.1725683
アピタ知立,愛知県知立市長篠町大山18-1,,137.0530352,34.9978054
アピタ大府,愛知県大府市明成町4-133,,136.9515355,35.0213384
アピタ大口,愛知県丹羽郡大口町丸2-36,,136.9056392,35.3306499
アピタ千代田橋,愛知県名古屋市千種区千代田橋2-1-1,,136.9692369,35.1868009
アピタ瀬戸,愛知県瀬戸市幸町33,,137.0965645,35.2229056
アピタ新守山,愛知県名古屋市守山区新守山2830,,136.9486822,35.2048283
アピタ小牧,愛知県小牧市堀の内3-15,,136.9127125,35.2897189
アピタ高蔵寺,愛知県春日井市中央台2-5,,137.0488894,35.2827663
アピタ江南西,愛知県江南市松竹町上野205,,136.8552041,35.34316
アピタ刈谷,愛知県刈谷市南桜町2-56-1,,137.0049843,34.9911466
アピタ蒲郡,愛知県蒲郡市港町17-10,,137.2252572,34.82116500000001
アピタ岡崎北,愛知県岡崎市日名北町4-46,,137.152628,34.9751093
アピタ稲沢東,愛知県稲沢市下津穂所1-1-1,,136.8193057,35.2591374
アピタ稲沢,愛知県稲沢市天池五反田町1,,136.7715359,35.2522315
アピタ安城南,愛知県安城市桜井町貝戸尻60,,137.0875841,34.9202379
アピタ阿久比,愛知県知多郡阿久比町椋岡徳吉1-12,,136.9206617,34.9210538
アピタ名南,愛知県名古屋市南区豊田4-9-47,,136.9131276,35.1028343
プラサカプコン豊田,愛知県豊田市東山町1-5-1,グリーンシティ3F,137.1843926,35.0877561
タイトーステーション 豊橋店,愛知県豊橋市藤沢町141-11F,,137.3714521,34.7441325
ファミリ－ランド ドリ－ム,愛知県田原市田原町南新地76-1,,137.2741326,34.6728363
タイトーステーション パールシティ稲沢店,愛知県稲沢市井之口大坪町80-1,パールシティ2F,136.8194855,35.2375095
タイトーFステーション ヒルズウォーク徳重ガーデンズ店,愛知県名古屋市緑区鳴海町字徳重18-44,ヒルズウォーク徳重ガーデンズ内2階,136.9992084,35.09438859999999
中川コロナワールド,愛知県名古屋市中川区江松3-110,,136.8237287,35.1253324
安城コロナワールド,愛知県安城市浜富町6-8,,137.0971953,34.9554591
イトーヨーカドー豊橋,愛知県豊橋市藤沢町141,,137.3714521,34.7441325
イトーヨーカドー刈谷,愛知県刈谷市高倉町2-601,,136.9986596,35.0021032
イトーヨーカドー犬山,愛知県犬山市天神町1-1,,136.9467857,35.3813178
イトーヨーカドー知多,愛知県知多市新知東町1-10-1,,136.8668698,34.9814545
イトーヨーカドー安城,愛知県安城市住吉町3-1-8,,137.0832464,34.9851241
イトーヨーカドー尾張旭,愛知県尾張旭市南原山町石原116-4,,137.0514415,35.2134804
レイク・リビン津島本店,愛知県津島市大字津島字北新開351,,136.7470383,35.1753795
ヨシヅヤ 師勝店,愛知県北名古屋市鹿田1929,,136.8776555,35.2533365
レイク・リビン太平通り店,愛知県名古屋市中川区宮脇町2-11,,136.8680922,35.1350122
レイク・リビン名西店,愛知県名古屋市西区名西2-33-8,,136.8785118,35.1900635
モーリーファンタジー・f新瑞橋,愛知県名古屋市南区菊住1-7-10,イオンモール3F,136.9352983,35.11464300000001
モーリーファンタジーナゴヤドーム前,愛知県名古屋市東区矢田南4-102-3,イオン3F,136.9445181,35.1871488
モーリーファンタジー岡崎南,愛知県岡崎市戸崎町字ばら山1-1,イオン3F,137.1644176,34.9382303
モーリーファンタジー守山,愛知県名古屋市守山区笹ヶ根3-1228,イオン2F,137.0039079,35.234707
モーリーファンタジー春日井,愛知県春日井市柏井町4-17,イオン4F,136.9625889,35.2379636
モーリーファンタジー瀬戸みずの,愛知県瀬戸市みずの坂2-253,イオン2F,137.0674254,35.2428606
モーリーファンタジー大高,愛知県名古屋市緑区大高町字奥平子1-1,イオン3F,136.9472184,35.0535093
モーリーファンタジー東浦,愛知県知多郡東浦町大字緒川字 申新田二区67-8,イオン1F,136.9742141,34.9787975
モーリーファンタジー南陽,愛知県名古屋市港区春田野1-330,イオン3F,136.8165409,35.1163493
モーリーファンタジー熱田,愛知県名古屋市熱田区六野1-2-11,イオン2F,136.90962160000004,35.1364791
モーリーファンタジー半田,愛知県半田市有楽町8-7,イオン2F,136.9176714,34.8691911
モーリーファンタジー扶桑,愛知県丹羽郡扶桑町大字南山名字高塚5-1,イオン2F,136.9007274,35.3610819
モーリーファンタジー豊橋南,愛知県豊橋市野依町字落合1-12,イオン2F,137.3883422,34.7097578
モーリーファンタジー豊川,愛知県豊川市 開運通り2-31,イオン2F,137.3844043,34.8273702
モーリーファンタジー名古屋みなと,愛知県名古屋市港区品川町2-1-6,イオン3F,136.8625599,35.1031279
モーリーファンタジー名古屋茶屋,愛知県名古屋市港区西茶屋2-11,イオン3F,136.8249198,35.1035265
らんらんらんどメイトピア,愛知県名古屋市名東区高間町501-1,ダイエーメイトピア店2F,137.0033346,35.1608022
らんらんらんど名古屋東,愛知県名古屋市名東区猪子石原2-1701,ダイエー名古屋東店1F,136.9938208,35.1953336
プリズムストーン名古屋,愛知県名古屋市中村区名駅1-2-1,名鉄百貨店本店 8F,136.8839585,35.1696223
ビックカメラ名古屋駅西店,愛知県名古屋市中村区椿町6-9,トイズコーナー,136.8794173,35.1703471
イオン高橋,愛知県豊田市東山町1-5-1,,137.1843926,35.0877561
イオン豊田,愛知県豊田市広路町1-1,,137.1594629,35.078587
イオン小牧,愛知県小牧市東1-126,,136.9397355,35.2849919
イオン扶桑,愛知県丹羽郡扶桑町大字南山名字高塚5-1,,136.9004967,35.3612044
イオン春日井,愛知県春日井市柏井町4-17,,136.9624441,35.2381257
イオン大高,愛知県名古屋市緑区大高町字奥平子1-1,,136.9470521,35.0537289
イオン守山,愛知県名古屋市守山区笹ヶ根3-1228,,137.0033741,35.2358725
イオン熱田,愛知県名古屋市熱田区六野1-2-11,,136.9094017,35.1365888
イオン名古屋みなと,愛知県名古屋市港区品川町2-1-6,,136.8629139,35.1032157
イオンナゴヤドーム前,愛知県名古屋市東区矢田南4-102-3,,136.9440943,35.1871751
イオンワンダーシティ,愛知県名古屋市西区二方町40,,136.8829679,35.224804
イオン三好,愛知県みよし市三好町青木91,,137.0777729,35.0934043
イオン岡崎南,愛知県岡崎市戸崎町字ばら山1-1,,137.164364,34.9386964
イオン豊橋南,愛知県豊橋市野依町字落合1-12,,137.38831,34.7099871
イオン東浦,愛知県知多郡東浦町大字緒川字 申新田二区67-8,,136.9739352,34.9789337
トイザらス秋田,秋田県秋田市卸町1-135-1,,140.1085758,39.7024878
イオンスーパーセンター(株)五城目,秋田県南秋田郡五城目町大川西野字田屋前138,,140.1063738,39.9349455
イオンスーパーセンター(株)本荘,秋田県由利本荘市石脇字田中138,,140.0273342,39.3916312
イオンスーパーセンター(株)湯沢,秋田県湯沢市字上荻生田162,,140.4694431,39.1504077
モーリーファンタジー秋田中央,秋田県秋田市楢山川口境5-11,イオン3F,140.1096638,39.7041101
モーリーファンタジー大曲,秋田県大仙市和合字坪立177,イオン2F,140.5091762,39.4381037
モーリーファンタジー中仙,秋田県大仙市北長野字袴田188,イオン1F,140.5511428,39.5512996
モーリーファンタジー能代,秋田県能代市 柳町11-1,イオン3F,140.0246089,40.2090408
イオン御所野,秋田県秋田市御所野地蔵田1-1-1,,140.1612697,39.66315
イオン大曲,秋田県大仙市和合字坪立177,,140.5088973,39.4385014
メルヘンランド大館店,秋田県大館市御成町3-7-58,いとく大館ショッピングセンター3階,140.5603852,40.2808232
AN.KIN.TAN五城目店,秋田県南秋田郡五城目町大字大川西野字田屋前138,イオンスーパーセンター五城目店内,140.1063738,39.9349455
リスチャイルド本荘店,秋田県由利本荘市石脇字田中138,イオンスーパーセンター本荘店内,140.0273342,39.3916312
リスチャイルド湯沢店,秋田県湯沢市字上荻生田162,イオンスーパーセンター湯沢店内,140.4694431,39.1504077
ビーカム成沢店,山形県山形市成沢西5-3-27,,140.3177274,38.2085455
モーリーファンタジー山形南,山形県山形市若宮3-7-8,イオン2F,140.3049644,38.2268799
モーリーファンタジー山形北,山形県山形市馬見ケ崎2-12-19,イオン2F,140.330519,38.282698
モーリーファンタジー酒田南,山形県酒田市あきほ町120-1,イオン1F,139.8528404,38.8922933
モーリーファンタジー東根,山形県東根市さくらんぼ駅前3-7-15,イオン2F,140.3879707,38.4270965
モーリーファンタジー米沢,山形県米沢市春日2-13-4,イオン2F,140.1084785,37.9230431
イオン米沢,山形県米沢市春日2-13-4,,140.1088755,37.92302610000001
イオン酒田南,山形県酒田市あきほ町120-1,,139.853173,38.8927442
イオン山形北,山形県山形市馬見ケ崎2-12-19,,140.3308409,38.2828664
イオン東根,山形県東根市さくらんぼ駅前3-7-15,,140.3874879,38.4270881
イオン山形南,山形県山形市若宮3-7-8,,140.3044923,38.227099
トイザらスいわき,福島県いわき市平谷川瀬字双藤町53-1,,140.9005217,37.0463122
トイザらス福島,福島県福島市森合字清水7,コープマートいずみ2F,140.4416168,37.7722649
西友郡山,福島県郡山市長者1-1-56,,140.3704856,37.3973546
イオンスーパーセンター(株)南相馬,福島県南相馬市原町区大木戸字金場77,,140.9432271,37.6372441
ヨークベニマル横塚,福島県郡山市横塚2-12-32,,140.3988637,37.39850250000001
ヨークベニマルメガステージ須賀川南,福島県須賀川市高久田境91-1,,140.3686307,37.2746536
セガ小名浜,福島県いわき市小名浜林城字塚前18-1,,140.8971266,36.985934
らくだのせなか鹿島エブリア店,福島県いわき市鹿島町米田字日渡5,鹿島エブリアショッピングセンター内プレビプレイランドコーナーらくだのせなか,140.905137,36.9940611
アピタ会津若松,福島県会津若松市神指町大字南四合字幕内南154,,139.9043154,37.4834893
ジャスモールファンタジー,福島県南相馬市原町区大木戸字金場77,南相馬ジャスモールW1棟,140.9432271,37.6372441
イトーヨーカドー福島,福島県福島市太田町13-4,,140.456891,37.753998
イトーヨーカドー郡山,福島県郡山市西ノ内2-11-40,,140.3641831,37.4074284
モーリーファンタジーいわき,福島県いわき市平字三倉68-1,イオン3F,140.8984326,37.0504901
モーリーファンタジー相馬,福島県相馬市馬場野字雨田51,イオン2F,140.9303831,37.7876864
モーリーファンタジー福島,福島県福島市南矢野目字西荒田50-17,イオン3F,140.4576624,37.7881938
イオン福島,福島県福島市南矢野目字西荒田50-17,,140.4577482,37.7883973
イオン郡山フェスタ,福島県郡山市日和田町字小原1,,140.3762559,37.4445358
トイザらス熊本,熊本県熊本市上南部2-2-2,ゆめタウンサンピアン1F,130.7633937,32.8271404
イオン大津,熊本県菊池郡大津町大字室137,,130.8663704,32.8760678
テクモピア浜線店,熊本県熊本市南区田井島1-2-1,ゆめタウンはません3F,130.72606,32.7719619
らんらんらんどあらおシティーモール,熊本県荒尾市緑ヶ丘1-1-1,あらおシティーモール2F,130.4706614,32.9824422
イオンパークプレイス大分,大分県大分市公園通り西2-1,,131.6560889,33.195253
イオン高城,大分県大分市高城西町28-1,,131.6525463,33.241556
モーリーファンタジーパークプレイス大分,大分県大分市公園通り西2-1,イオン2F,131.6562284,33.1950286
モーリーファンタジー挾間,大分県由布市挾間町北方77,イオン2F,131.5225525,33.20644810000001
らんらんらんど日田,大分県日田市南元町14-22,ダイエー日田店2F,130.9391328,33.3152693
トイザらス宮崎,宮崎県宮崎市中村西 3-94-5,,131.4163677,31.8952859
イオン都城,宮崎県都城市早鈴町1990,,131.0755392,31.715524
モーリーファンタジー延岡,宮崎県延岡市旭町2-2-1,イオン2F,131.6698728,32.572198
モーリーファンタジー都城,宮崎県都城市早鈴町1990,イオン2F,131.0760327,31.714538300000005
モーリーファンタジー日向,宮崎県日向市日知屋字古田町61-1,イオン2F,131.6527094,32.423913
トイザらスTRU・BRU武蔵村山,東京都西多摩郡瑞穂町大字殿ケ谷729-2,,139.35911,35.7595156
トイザらスお台場,東京都港区台場1-7-1,アクアシティお台場1F,139.7735683,35.6278192
トイザらスベビーザらス町田多摩境,東京都町田市小山ケ丘1-7-2,,139.3815694,35.5986183
トイザらス多摩,東京都多摩市東寺方660-1,,139.4360909,35.6409756
トイザらス昭島,東京都昭島市田中町573-1-4,モリタウン内,139.3642831,35.7147406
ヤマダ電機LABI新宿西口館,東京都新宿区西新宿1-18-8,,139.6978835,35.6886322
ヤマダ電機LABI吉祥寺,東京都武蔵野市吉祥寺本町1-8-2,,139.5792512,35.7040306
西友三軒茶屋,東京都世田谷区太子堂4-24-8,,139.6702486,35.6445839
西友練馬,東京都練馬区練馬1-3-10,,139.6535241,35.7377982
西友豊田,東京都日野市多摩平1-9-1,,139.3796197,35.6603024
西友LIVINザ・モールみずほ16,東京都西多摩郡瑞穂町大字高根623,,139.3494706,35.7861649
西友LIVIN田無,東京都西東京市田無町2-1-1,,139.5402005,35.72839039999999
西友福生,東京都福生市東町5-1,,139.3280153,35.7432527
西友調布,東京都調布市小島町1-10-1,,139.5439652,35.6536363
西友阿佐ヶ谷,東京都杉並区阿佐谷北1-5-6,,139.6368821,35.7056234
JOYFUL-2瑞穂,東京都西多摩郡瑞穂町殿ヶ谷442,,139.357949,35.7609904
キデイランド吉祥寺,東京都武蔵野市吉祥寺本町1-11-5,コピス吉祥寺A館6階,139.5794928,35.7047028
キデイランド原宿,東京都渋谷区神宮前6-1-9,,139.706503,35.6676572
ダイエー碑文谷,東京都目黒区碑文谷4-1-1,,139.6840341,35.6223648
ダイエー小平,東京都小平市小川東町2-12-1,,139.4677063,35.7432422
ダイエー赤羽北本通り,東京都北区神谷3-12-1,,139.7318715,35.7746682
ダイエー武蔵村山,東京都武蔵村山市伊奈平3-36-1,,139.3789173,35.7355607
ライフ千川,東京都豊島区要町3-45-4,,139.688257,35.7396065
ライフ竹の塚,東京都足立区西伊興4-1-22,,139.7832855,35.8014055
ライフ平和台,東京都練馬区北町6-10-1,,139.6533957,35.7589513
セガワールド府中,東京都府中市西原町1-6-2,フレスポ府中2F,139.4603984,35.6824046
ヨドバシカメラ新宿東口,東京都新宿区新宿3-26-7,,139.7018663,35.6916265
ヨドバシカメラ八王子,東京都八王子市東町7-4,,139.3396232,35.6579661
にこぱデックス東京ビーチ店,東京都港区台場1-6-1,デックス東京ビーチアイランドモール4F,139.7762486,35.6289885
アドベンチャーリーフ国領店,東京都調布市国領町8-2-64,イトーヨーカドー国領店3階,139.5638694,35.6468486
アトランティス豊洲店,東京都江東区豊洲3-4,スーパービバホーム豊洲店2階,139.7981427,35.65685
ハローズガーデン東大和店,東京都東大和市桜が丘2-142-1,イトーヨーカ堂東大和店2階,139.4243382,35.7358731
アドアーズ錦糸町店,東京都墨田区太平4-1-2,オリナスモール地下1階,139.8158098,35.7007196
博品館TOYPARK,東京都中央区銀座8-8-11,3階,139.7610455,35.6678977
伊勢丹府中,東京都府中市宮町1-41-2,伊勢丹府中店7F,139.4799306,35.6708899
聖蹟桜ヶ丘京王,東京都多摩市関戸1-10-1,京王百貨店聖蹟桜ヶ丘店7F,139.4474063,35.651033
小田急百貨店 新宿店,東京都新宿区西新宿1-1-39F,,139.6993833,35.690371
タイトーステーション祖師ヶ谷大蔵店,東京都世田谷区砧8-10-1,,139.6082818,35.6425109
ハロータイトー 八王子みなみ野店,東京都八王子市みなみ野1-8-1,BOOKOFF内タイトー,139.3277113,35.6314219
タイトーステーション 多摩センター店,東京都多摩市落合1-45-1,,139.4265755,35.6232987
タイトーステーション 町田店,東京都町田市原町田6-21-23,,139.4483734,35.5426565
○×△□(ラくトス),東京都葛飾区新小岩1-44-6,,139.8582912,35.7160721
ピットイン,東京都江戸川区西葛西6-5-14,,139.8574544,35.6635415
RONI お台場ヴィーナスフォート店,東京都江東区青海1-3-15,1F,139.7806123,35.62532789999999
イトーヨーカドー三ノ輪,東京都荒川区南千住1-9-1,,139.7900854,35.7319723
イトーヨーカドー高砂,東京都葛飾区高砂3-12-5,,139.8685995,35.7506377
イトーヨーカドー東村山,東京都東村山市本町2-2-19,,139.4665143,35.7587797
イトーヨーカドー小岩,東京都江戸川区西小岩1-24-1,,139.8815047,35.7336872
イトーヨーカドー多摩センター,東京都多摩市落合1-44,,139.4258702,35.6237357
イトーヨーカドー綾瀬,東京都足立区綾瀬3-4-25,,139.8253694,35.7627079
イトーヨーカドー昭島,東京都昭島市田中町562-1,,139.3624889,35.7142156
イトーヨーカドー四つ木,東京都葛飾区四つ木2-21-1,,139.8385756,35.7372228
イトーヨーカドー東久留米,東京都東久留米市本町3-8-1,,139.5287865,35.7590142
イトーヨーカドー大井町,東京都品川区大井1-3-6,,139.7338665,35.6073014
イトーヨーカドー南大沢,東京都八王子市南大沢2-28-1,,139.3792969,35.6132052
イトーヨーカドー拝島,東京都昭島市松原町3-2-12,,139.3480234,35.7155789
ヨドバシカメラ 新宿西口本店,東京都新宿区西新宿1-11-1,ゲームホビー館5F,139.6979168,35.6898293
イトーヨーカドー竹の塚,東京都足立区竹の塚5-17-1,,139.7952429,35.7954842
イトーヨーカドー武蔵境,東京都武蔵野市境南町2-2-20,,139.5458349,35.7013188
イトーヨーカドー赤羽,東京都北区赤羽西1-7-1,,139.7192448,35.777223
イトーヨーカドー八王子,東京都八王子市狭間町1462-1,,139.2934363,35.6379179
イトーヨーカドー木場,東京都江東区木場1-5-30,,139.8042003,35.6661487
イトーヨーカドー東大和,東京都東大和市桜が丘2-142-1,,139.4243382,35.7358731
イトーヨーカドー国領,東京都調布市国領町8-2-64,,139.5638694,35.6468486
イトーヨーカドー大森,東京都大田区大森北二-13-1,,139.7330455,35.5864789
イトーヨーカドーアリオ西新井,東京都足立区西新井栄町1-20-1,,139.7861194,35.7747367
イトーヨーカドー武蔵小金井,東京都小金井市本町6-14-9,,139.5046803,35.7004955
イトーヨーカドー曳舟,東京都墨田区京島1-2-1,,139.8178285,35.7173101
SOYU ZAURUS WORLD大森店,東京都大田区大森北2-13-1,イトーヨーカドー大森店3F,139.7330455,35.5864789
ソユープレイランドソピア南大沢店,東京都八王子市南大沢2-28-1,イトーヨーカドー南大沢店3F,139.3792969,35.6132052
ソユープレイランドソピア八王子店,東京都八王子市狭間町1462-1,イトーヨーカドー八王子店3F,139.2934363,35.6379179
モーリーファンタジー葛西,東京都江戸川区西葛西3-9-19,イオン3F,139.8585069,35.6692639
モーリーファンタジー昭島,東京都昭島市宮沢町500-1,ザ・ビッグ3F,139.3730222,35.7162063
モーリーファンタジー東久留米,東京都東久留米市南沢5-17,イオン3F,139.5272475,35.7449198
モーリーファンタジー南砂,東京都江東区南砂6-7-15,イオン3F,139.8356639,35.67166220000001
モーリーファンタジー日の出,東京都西多摩郡日の出町大字平井字三吉野桜木557,イオン3F,139.2752768,35.7348691
モーリーファンタジー板橋,東京都板橋区徳丸2-6-1,イオン3F,139.6606334,35.7701404
モーリーファンタジー品川シーサイド,東京都品川区東品川4-12-5,イオン2F,139.7492922,35.6108293
パロ聖蹟桜ヶ丘,東京都多摩市関戸4-72,聖蹟桜ヶ丘オーパ店6F,139.4471508,35.6496304
らんらんらんど成増,東京都板橋区成増2-21-2,ダイエー成増店4F,139.6304772,35.778123
らんらんらんど大島,東京都江東区大島4-6-1,ダイエー大島店4F,139.8289836,35.688824
らんらんらんど碑文谷,東京都目黒区碑文谷4-1-1,ダイエー碑文谷店7F,139.6840341,35.6223648
プリズムストーン原宿,東京都渋谷区神宮前3-18-27,パルク表参道1F,139.7088749,35.6703181
プライス滝山,東京都東久留米市滝山4-13-10,,139.5038836,35.7453485
ビックカメラ立川店,東京都立川市曙町2-12-2,,139.4147707,35.6994021
ビックカメラ有楽町店本館,東京都千代田区有楽町1-11-13F,,139.7629068,35.6754418
イオン東雲,東京都江東区東雲1-9-10,,139.8023455,35.6491199
イオン西新井,東京都足立区梅島3-32-7,,139.7913105,35.7777836
イオン日の出,東京都西多摩郡日の出町平井字三吉野桜木237-3,,139.2749549,35.7348909
イオンむさし村山,東京都武蔵村山市榎1-1-3,,139.3849914,35.7467457
イオン品川シーサイド,東京都品川区東品川4-12-5,,139.7491098,35.6109514
フジグラン北島,徳島県板野郡北島町鯛浜字西ノ須174,,134.5473127,34.111779
フジグラン阿南,徳島県阿南市領家町土倉10,,134.6657678,33.9205175
おもちゃのイルカ,徳島県板野郡藍住町奥野字東中須88-1,ゆめタウン徳島2F,134.5011423,34.1192827
ペリカン三豊,香川県三豊市豊中町本山甲22,ゆめタウン2F,133.6994051,34.1454306
ハロータイトー 丸亀,香川県丸亀市川西町南1280-1,フジグラン丸亀バッハ棟2F,133.8351727,34.2416508
モーリーファンタジー綾川,香川県綾歌郡綾川町萱原822-1,イオン3F,133.93072510000002,34.2516659
モーリーファンタジー高松,香川県高松市香西本町1-1,イオン3F,134.0046199,34.3520421
モーリーファンタジー高松東,香川県高松市福岡町3-8-5,イオン3F,134.072007,34.3454092
イオン高松,香川県高松市香西本町1-1,,134.0042712,34.351989
イオン高松東,香川県高松市福岡町3-8-5,,134.0716583,34.3455155
イオン綾川,香川県綾歌郡綾川町萱原822-1,,133.931004,34.2516659
トイザらス松山,愛媛県松山市朝生田町4-4-32,,132.7635479,33.8229649
エミフルMASAKI,愛媛県伊予郡松前町筒井850,,132.7160635,33.7899174
フジグラン松山,愛媛県松山市宮西1-2-1,,132.7532791,33.8449341
フジグラン川之江,愛媛県四国中央市妻鳥町1136-1,,133.5749341,33.9929088
フジグラン大洲,愛媛県大洲市中村246-1,,132.5450973,33.5162202
モーリーファンタジー今治,愛媛県今治市馬越町4-8-1,イオン3F,132.9800956,34.0563754
モーリーファンタジー松山,愛媛県松山市天山1-13-5,イオン3F,132.7763856,33.8234441
らんらんらんど南松山,愛媛県松山市朝生田町5-1-25,ジョー・プラ2F,132.7730276,33.8210209
イオン松山,愛媛県松山市天山1-13-5,,132.7764661,33.8236402
イオン今治,愛媛県今治市馬越町4-8-1,,132.9798864,34.0562598
ピアゴ七尾,石川県七尾市御祓町1,,136.9633847,37.0434657
アピタ松任,石川県白山市幸明町280,,136.5769295,36.51583249999999
アピタ金沢,石川県金沢市中村町10-20,,136.6426505,36.5595475
モーリーファンタジー・f御経塚,石川県野々市市御経塚2-91,イオン1F,136.5983587,36.5485852
モーリーファンタジー松任,石川県白山市平松町102-1,イオン2F,136.5661164,36.5076448
モーリーファンタジー杜の里,石川県金沢市もりの里1-70,イオン2F,136.689912,36.5516233
イオン金沢,石川県金沢市福久2-58,,136.6813872,36.6173126
イオンかほく,石川県かほく市内日角タ25,,136.7010694,36.7090775
アピタ敦賀,福井県敦賀市中央町1-5-5,,136.0591016,35.643664
らんらんらんど福井店,福井県福井市松城町12-7,,136.2408259,36.0621681
トイザらス松本,長野県松本市村井町南4-21-27,,137.9604041,36.1721706
西友 川中島店,西友・川中島店,,138.1569221,36.5943056
アピタ飯田,長野県飯田市鼎名古熊2461,,137.8296745,35.5000686
アピタ高森,長野県下伊那郡高森町山吹4515,,137.8991823,35.5731776
ファンタジープラザ長野,長野県長野市高田1758,MEGAドン・キホーテ長野店内,138.215885,36.6424322
イトーヨーカドー南松本,長野県松本市高宮中1-20,,137.961328,36.212855
アピナ長野村山店,長野県長野市村山502-1,,138.2633997,36.6680433
モーリーファンタジー上田,長野県上田市常田2-12-18,イオン2F,138.2577986,36.3922964
モーリーファンタジー中野,長野県中野市大字一本木252-1,イオン2F,138.3720736,36.7586146
モーリーファンタジー南松本,長野県松本市双葉5-20,イオン2F,137.9655279,36.2081511
モーリーファンタジー飯田,長野県飯田市上郷飯沼1575,イオン2F,137.8507656,35.5233073
モーリーファンタジー飯田アップルロード,長野県飯田市鼎一色456,イオン2F,137.8166869,35.5006694
モーリーファンタジー豊科,長野県安曇野市豊科4272-10,イオン2F,137.9080685,36.3007851
イオン佐久平,長野県佐久市佐久平駅南11-10,,138.4640172,36.2757014
イオン上田,長野県上田市常田2-12-18,,138.2574499,36.3923569
イオン中野,長野県中野市大字一本木252-1,,138.372197,36.7587478
イオン豊科,長野県安曇野市豊科4272-10,,137.9084816,36.3007375
トイザらス柏,千葉県柏市松ケ崎1181-1,,139.9696285,35.8758526
トイザらス成田,千葉県成田市飯仲9-4,,140.3032084,35.7566156
トイザらス千葉長沼,千葉県千葉市稲毛区長沼町330-50,,140.1178152,35.656743
トイザらス新鎌ヶ谷,千葉県鎌ケ谷市新鎌ケ谷2-12-1,アクロスモール新鎌ヶ谷2F,140.0012679,35.7808969
西友常盤平,千葉県松戸市常盤平3-11-1,,139.951375,35.8019769
ダイエー新松戸,千葉県松戸市新松戸3-2-2,,139.9157009,35.8253478
ダイエー新浦安,千葉県浦安市入船1-4-1,,139.9149219,35.6489954
ダイエー南行徳,千葉県市川市南行徳2-20-25,,139.9057999,35.6684904
